filename,width,height,class,xmin,ymin,xmax,ymax,image_id
Aloo Chop 2.jpg,474,355,Aloo Chop,189,162,363,328,382
Aloo Chop 22.jpg,474,266,Aloo Chop,163,26,346,110,383
Aloo Chop 24.jpg,474,335,Aloo Chop,237,110,341,205,384
Aloo Chop 25.jpg,474,248,Aloo Chop,5,25,145,210,385
Aloo Chop 26.jpg,474,249,Aloo Chop,8,81,140,202,386
Aloo Chop 27.jpg,474,355,Aloo Chop,268,157,315,217,387
Aloo Chop 28.jpg,474,266,Aloo Chop,136,105,273,233,388
Aloo Chop 29.jpg,474,266,Aloo Chop,193,38,276,135,389
Aloo Chop 3.jpg,474,335,Aloo Chop,40,78,202,206,390
Aloo Chop 30.jpg,474,632,Aloo Chop,296,337,436,495,391
Aloo Chop 31.jpg,474,711,Aloo Chop,129,321,289,499,392
Aloo Chop 32.jpg,474,474,Aloo Chop,219,197,361,325,393
Aloo Chop 33.jpg,474,355,Aloo Chop,146,151,265,261,394
Aloo Chop 34.jpg,474,570,Aloo Chop,96,256,279,426,395
Aloo Chop 36.jpg,474,711,Aloo Chop,91,417,282,584,396
Aloo Chop 38.jpg,474,355,Aloo Chop,204,168,296,248,397
Aloo Chop 4.jpg,474,248,Aloo Chop,173,111,335,246,398
Aloo Chop 6.jpg,474,355,Aloo Chop,76,43,225,152,399
Aloo Chop 7.jpg,474,474,Aloo Chop,81,49,306,202,400
Aloo Chop 9.jpg,474,316,Aloo Chop,184,138,347,257,401
Aloo Gobi Dry 1.jpg,640,640,Aloo Gobi Dry,105,339,530,456,402
Aloo Gobi Dry 10.jpg,640,640,Aloo Gobi Dry,41,293,550,430,403
Aloo Gobi Dry 100.jpg,640,640,Aloo Gobi Dry,110,83,640,404,404
Aloo Gobi Dry 101.jpg,640,640,Aloo Gobi Dry,184,369,640,631,405
Aloo Gobi Dry 104.jpg,640,640,Aloo Gobi Dry,118,156,530,475,406
Aloo Gobi Dry 105.jpg,640,640,Aloo Gobi Dry,69,63,619,513,407
Aloo Gobi Dry 106.jpg,183,275,Aloo Gobi Dry,2,22,183,244,408
Aloo Gobi Dry 107.jpg,640,640,Aloo Gobi Dry,79,238,477,492,409
Aloo Gobi Dry 108.jpg,640,640,Aloo Gobi Dry,21,206,563,510,410
Aloo Gobi Dry 109.jpg,640,640,Aloo Gobi Dry,315,229,588,582,411
Aloo Gobi Dry 11.jpg,640,640,Aloo Gobi Dry,169,90,594,390,412
Aloo Gobi Dry 110.jpg,640,640,Aloo Gobi Dry,56,263,517,562,413
Aloo Gobi Dry 111.jpg,640,640,Aloo Gobi Dry,77,110,458,591,414
Aloo Gobi Dry 112.jpg,640,640,Aloo Gobi Dry,100,139,629,505,415
Aloo Gobi Dry 113.jpg,640,640,Aloo Gobi Dry,143,354,522,527,416
Aloo Gobi Dry 114.jpg,640,640,Aloo Gobi Dry,98,219,616,550,417
Aloo Gobi Dry 115.jpg,640,640,Aloo Gobi Dry,98,237,569,560,418
Aloo Gobi Dry 116.jpg,640,640,Aloo Gobi Dry,92,156,640,524,419
Aloo Gobi Dry 118.jpg,640,640,Aloo Gobi Dry,127,98,575,503,420
Aloo Gobi Dry 119.jpg,640,640,Aloo Gobi Dry,63,265,564,594,421
Aloo Gobi Dry 12.jpg,640,640,Aloo Gobi Dry,184,210,632,572,422
Aloo Gobi Dry 120.jpg,640,640,Aloo Gobi Dry,121,228,587,537,423
Aloo Gobi Dry 121.jpg,640,640,Aloo Gobi Dry,294,158,636,527,424
Aloo Gobi Dry 122.jpg,640,640,Aloo Gobi Dry,148,229,571,567,425
Aloo Gobi Dry 123.jpg,640,640,Aloo Gobi Dry,74,381,507,613,426
Aloo Gobi Dry 124.jpg,640,640,Aloo Gobi Dry,139,108,513,518,427
Aloo Gobi Dry 125.jpg,640,640,Aloo Gobi Dry,283,123,569,488,428
Aloo Gobi Dry 126.jpg,640,640,Aloo Gobi Dry,101,198,579,425,429
Aloo Gobi Dry 127.jpg,640,640,Aloo Gobi Dry,117,175,543,483,430
Aloo Gobi Dry 128.jpg,225,225,Aloo Gobi Dry,5,35,209,205,431
Aloo Gobi Dry 129.jpg,640,640,Aloo Gobi Dry,145,235,413,518,432
Aloo Gobi Dry 13.jpg,183,275,Aloo Gobi Dry,5,90,177,252,433
Aloo Gobi Dry 130.jpg,640,640,Aloo Gobi Dry,81,237,550,521,434
Aloo Gobi Dry 131.jpg,640,640,Aloo Gobi Dry,39,158,640,531,435
Aloo Gobi Dry 132.jpg,640,640,Aloo Gobi Dry,192,308,540,626,436
Aloo Gobi Dry 133.jpg,640,640,Aloo Gobi Dry,92,213,639,529,437
Aloo Gobi Dry 135.jpg,640,640,Aloo Gobi Dry,92,143,439,506,438
Aloo Gobi Dry 136.jpg,640,640,Aloo Gobi Dry,154,88,523,389,439
Aloo Gobi Dry 137.jpg,640,640,Aloo Gobi Dry,51,354,361,569,440
Aloo Gobi Dry 138.jpg,640,640,Aloo Gobi Dry,127,177,640,544,441
Aloo Gobi Dry 14.jpg,640,640,Aloo Gobi Dry,149,176,504,408,442
Aloo Gobi Dry 15.jpg,640,640,Aloo Gobi Dry,190,189,640,510,443
Aloo Gobi Dry 16.jpg,640,640,Aloo Gobi Dry,79,101,459,538,444
Aloo Gobi Dry 17.jpg,640,640,Aloo Gobi Dry,167,365,618,611,445
Aloo Gobi Dry 19.jpg,640,640,Aloo Gobi Dry,104,287,640,423,446
Aloo Gobi Dry 20.jpg,640,640,Aloo Gobi Dry,185,121,540,452,447
Aloo Gobi Dry 21.jpg,640,640,Aloo Gobi Dry,154,179,486,488,448
Aloo Gobi Dry 22.jpg,640,640,Aloo Gobi Dry,170,61,554,540,449
Aloo Gobi Dry 23.jpg,640,640,Aloo Gobi Dry,102,346,635,556,450
Aloo Gobi Dry 24.jpg,225,225,Aloo Gobi Dry,5,20,220,186,451
Aloo Gobi Dry 25.jpg,640,640,Aloo Gobi Dry,90,140,467,342,452
Aloo Gobi Dry 27.jpg,640,640,Aloo Gobi Dry,128,125,549,529,453
Aloo Gobi Dry 28.jpg,640,640,Aloo Gobi Dry,46,37,615,584,454
Aloo Gobi Dry 29.jpg,640,640,Aloo Gobi Dry,129,156,479,551,455
Aloo Gobi Dry 31.jpg,640,640,Aloo Gobi Dry,92,233,375,460,456
Aloo Gobi Dry 32.jpg,640,640,Aloo Gobi Dry,131,125,524,604,457
Aloo Gobi Dry 33.jpg,640,640,Aloo Gobi Dry,124,215,551,473,458
Aloo Gobi Dry 34.jpg,640,640,Aloo Gobi Dry,41,383,505,640,459
Aloo Gobi Dry 35.jpg,640,640,Aloo Gobi Dry,69,309,492,499,460
Aloo Gobi Dry 36.jpg,640,640,Aloo Gobi Dry,39,113,429,493,461
Aloo Gobi Dry 38.jpg,183,275,Aloo Gobi Dry,21,76,165,233,462
Aloo Gobi Dry 39.jpg,259,194,Aloo Gobi Dry,18,12,239,180,463
Aloo Gobi Dry 4.jpg,640,640,Aloo Gobi Dry,161,165,554,392,464
Aloo Gobi Dry 40.jpg,248,203,Aloo Gobi Dry,4,7,246,195,465
Aloo Gobi Dry 41.jpg,183,275,Aloo Gobi Dry,8,11,178,243,466
Aloo Gobi Dry 42.jpg,300,168,Aloo Gobi Dry,14,6,287,153,467
Aloo Gobi Dry 43.jpg,298,169,Aloo Gobi Dry,34,12,276,167,468
Aloo Gobi Dry 44.jpg,197,256,Aloo Gobi Dry,6,75,185,219,469
Aloo Gobi Dry 45.jpg,183,275,Aloo Gobi Dry,8,42,180,226,470
Aloo Gobi Dry 46.jpg,300,168,Aloo Gobi Dry,13,1,263,164,471
Aloo Gobi Dry 47.jpg,225,225,Aloo Gobi Dry,3,15,224,203,472
Aloo Gobi Dry 48.jpg,275,183,Aloo Gobi Dry,43,6,237,162,473
Aloo Gobi Dry 49.jpg,219,230,Aloo Gobi Dry,30,17,191,197,474
Aloo Gobi Dry 5.jpg,640,640,Aloo Gobi Dry,136,158,539,515,475
Aloo Gobi Dry 50.jpg,183,276,Aloo Gobi Dry,7,24,176,257,476
Aloo Gobi Dry 51.jpg,640,640,Aloo Gobi Dry,115,214,590,482,477
Aloo Gobi Dry 55.jpg,300,168,Aloo Gobi Dry,10,14,300,168,478
Aloo Gobi Dry 56.jpg,640,640,Aloo Gobi Dry,48,97,523,508,479
Aloo Gobi Dry 57.jpg,227,222,Aloo Gobi Dry,15,13,216,205,480
Aloo Gobi Dry 59.jpg,225,225,Aloo Gobi Dry,11,35,222,212,481
Aloo Gobi Dry 6.jpg,640,640,Aloo Gobi Dry,49,40,604,586,482
Aloo Gobi Dry 63.jpg,227,222,Aloo Gobi Dry,28,44,204,206,483
Aloo Gobi Dry 66.jpg,259,194,Aloo Gobi Dry,17,26,247,172,484
Aloo Gobi Dry 68.jpg,640,640,Aloo Gobi Dry,150,60,600,625,485
Aloo Gobi Dry 69.jpg,300,168,Aloo Gobi Dry,8,29,219,164,486
Aloo Gobi Dry 7.jpg,640,640,Aloo Gobi Dry,131,169,518,475,487
Aloo Gobi Dry 71.jpg,225,225,Aloo Gobi Dry,13,34,205,205,488
Aloo Gobi Dry 72.jpg,259,194,Aloo Gobi Dry,23,42,257,171,489
Aloo Gobi Dry 73.jpg,225,225,Aloo Gobi Dry,38,30,179,167,490
Aloo Gobi Dry 74.jpg,183,275,Aloo Gobi Dry,12,106,173,227,491
Aloo Gobi Dry 76.jpg,224,225,Aloo Gobi Dry,10,38,211,197,492
Aloo Gobi Dry 78.jpg,183,275,Aloo Gobi Dry,5,29,179,244,493
Aloo Gobi Dry 8.jpg,640,640,Aloo Gobi Dry,93,127,606,514,494
Aloo Gobi Dry 80.jpg,640,640,Aloo Gobi Dry,183,168,424,460,495
Aloo Gobi Dry 81.jpg,640,640,Aloo Gobi Dry,61,218,568,496,496
Aloo Gobi Dry 82.jpg,640,640,Aloo Gobi Dry,123,267,439,506,497
Aloo Gobi Dry 84.jpg,183,275,Aloo Gobi Dry,10,62,176,237,498
Aloo Gobi Dry 85.jpg,640,640,Aloo Gobi Dry,104,230,522,540,499
Aloo Gobi Dry 87.jpg,640,640,Aloo Gobi Dry,67,129,546,519,500
Aloo Gobi Dry 88.jpg,640,640,Aloo Gobi Dry,272,282,580,560,501
Aloo Gobi Dry 89.jpg,640,640,Aloo Gobi Dry,156,160,492,484,502
Aloo Gobi Dry 90.jpg,640,640,Aloo Gobi Dry,140,271,618,570,503
Aloo Gobi Dry 91.jpg,640,640,Aloo Gobi Dry,158,111,506,441,504
Aloo Gobi Dry 92.jpg,640,640,Aloo Gobi Dry,73,105,631,558,505
Aloo Gobi Dry 93.jpg,640,640,Aloo Gobi Dry,110,86,528,588,506
Aloo Gobi Dry 94.jpg,640,640,Aloo Gobi Dry,108,231,504,418,507
Aloo Gobi Dry 95.jpg,350,144,Aloo Gobi Dry,35,13,315,142,508
Aloo Gobi Dry 97.jpg,640,640,Aloo Gobi Dry,147,226,502,533,509
Aloo Gobi Dry 98.jpg,640,640,Aloo Gobi Dry,123,125,540,565,510
Aloo Gobi Dry 99.jpg,640,640,Aloo Gobi Dry,49,244,640,540,511
Aloo Paratha 10.jpg,640,640,Aloo Paratha,46,248,363,627,512
Aloo Paratha 100.jpg,216,233,Aloo Paratha,66,88,176,187,513
Aloo Paratha 101.jpg,275,183,Aloo Paratha,60,24,272,174,514
Aloo Paratha 102.jpg,185,272,Aloo Paratha,1,93,170,255,515
Aloo Paratha 104.jpg,225,225,Aloo Paratha,40,46,175,180,516
Aloo Paratha 105.jpg,259,194,Aloo Paratha,58,55,208,176,517
Aloo Paratha 106.jpg,259,194,Aloo Paratha,51,14,207,184,518
Aloo Paratha 12.jpg,640,640,Aloo Paratha,360,192,608,585,519
Aloo Paratha 13.jpg,640,640,Aloo Paratha,151,150,549,367,520
Aloo Paratha 14.jpg,640,640,Aloo Paratha,123,356,451,615,521
Aloo Paratha 15.jpg,640,640,Aloo Paratha,10,287,589,500,522
Aloo Paratha 16.jpg,640,640,Aloo Paratha,130,105,499,553,523
Aloo Paratha 18.jpg,640,640,Aloo Paratha,31,345,545,570,524
Aloo Paratha 19.jpg,640,640,Aloo Paratha,149,133,615,499,525
Aloo Paratha 2.jpg,640,640,Aloo Paratha,178,144,599,435,526
Aloo Paratha 20.jpg,640,640,Aloo Paratha,183,59,477,273,527
Aloo Paratha 21.jpg,640,640,Aloo Paratha,246,113,548,600,528
Aloo Paratha 22.jpg,640,640,Aloo Paratha,40,237,640,506,529
Aloo Paratha 23.jpg,640,640,Aloo Paratha,126,84,392,483,530
Aloo Paratha 24.jpg,640,640,Aloo Paratha,128,476,419,622,531
Aloo Paratha 25.jpg,640,640,Aloo Paratha,276,152,540,548,532
Aloo Paratha 26.jpg,640,640,Aloo Paratha,154,321,488,540,533
Aloo Paratha 28.jpg,640,640,Aloo Paratha,67,258,500,452,534
Aloo Paratha 3.jpg,183,276,Aloo Paratha,5,127,183,269,535
Aloo Paratha 30.jpg,225,225,Aloo Paratha,18,24,225,211,536
Aloo Paratha 31.jpg,640,640,Aloo Paratha,90,381,547,625,537
Aloo Paratha 32.jpg,640,640,Aloo Paratha,66,215,462,548,538
Aloo Paratha 33.jpg,640,640,Aloo Paratha,39,127,400,640,539
Aloo Paratha 34.jpg,640,640,Aloo Paratha,169,153,458,629,540
Aloo Paratha 35.jpg,640,640,Aloo Paratha,177,358,526,506,541
Aloo Paratha 36.jpg,640,640,Aloo Paratha,98,125,494,533,542
Aloo Paratha 38.jpg,640,640,Aloo Paratha,73,227,426,570,543
Aloo Paratha 39.jpg,640,640,Aloo Paratha,115,213,592,522,544
Aloo Paratha 4.jpg,183,275,Aloo Paratha,5,67,175,229,545
Aloo Paratha 40.jpg,640,640,Aloo Paratha,212,173,509,519,546
Aloo Paratha 42.jpg,640,640,Aloo Paratha,239,376,475,582,547
Aloo Paratha 44.jpg,640,640,Aloo Paratha,131,114,498,533,548
Aloo Paratha 45.jpg,640,640,Aloo Paratha,377,115,562,446,549
Aloo Paratha 46.jpg,640,640,Aloo Paratha,58,319,525,494,550
Aloo Paratha 47.jpg,640,640,Aloo Paratha,131,228,450,458,551
Aloo Paratha 48.jpg,640,640,Aloo Paratha,295,65,602,483,552
Aloo Paratha 5.jpg,183,275,Aloo Paratha,41,77,145,174,553
Aloo Paratha 50.jpg,640,640,Aloo Paratha,9,288,421,467,554
Aloo Paratha 51.jpg,640,640,Aloo Paratha,10,213,571,547,555
Aloo Paratha 52.jpg,168,300,Aloo Paratha,2,109,168,253,556
Aloo Paratha 53.jpg,640,640,Aloo Paratha,215,367,452,605,557
Aloo Paratha 55.jpg,640,640,Aloo Paratha,87,171,581,581,558
Aloo Paratha 56.jpg,640,640,Aloo Paratha,151,156,397,552,559
Aloo Paratha 57.jpg,640,640,Aloo Paratha,33,174,640,471,560
Aloo Paratha 58.jpg,640,640,Aloo Paratha,156,246,413,434,561
Aloo Paratha 6.jpg,310,163,Aloo Paratha,11,7,294,151,562
Aloo Paratha 61.jpg,640,640,Aloo Paratha,123,62,548,604,563
Aloo Paratha 62.jpg,640,640,Aloo Paratha,50,304,413,622,564
Aloo Paratha 63.jpg,225,225,Aloo Paratha,22,35,139,155,565
Aloo Paratha 64.jpg,640,640,Aloo Paratha,154,152,528,577,566
Aloo Paratha 65.jpg,640,640,Aloo Paratha,154,131,590,640,567
Aloo Paratha 66.jpg,640,640,Aloo Paratha,96,162,608,554,568
Aloo Paratha 67.jpg,640,640,Aloo Paratha,202,310,609,558,569
Aloo Paratha 68.jpg,640,640,Aloo Paratha,2,223,372,454,570
Aloo Paratha 69.jpg,640,640,Aloo Paratha,109,227,600,491,571
Aloo Paratha 7.jpg,310,163,Aloo Paratha,12,8,295,160,572
Aloo Paratha 70.jpg,225,225,Aloo Paratha,25,22,220,198,573
Aloo Paratha 71.jpg,194,259,Aloo Paratha,9,91,192,203,574
Aloo Paratha 72.jpg,266,189,Aloo Paratha,6,9,264,180,575
Aloo Paratha 73.jpg,213,237,Aloo Paratha,18,59,211,199,576
Aloo Paratha 74.jpg,225,225,Aloo Paratha,37,93,210,218,577
Aloo Paratha 75.jpg,183,275,Aloo Paratha,3,79,176,259,578
Aloo Paratha 76.jpg,300,168,Aloo Paratha,28,3,295,167,579
Aloo Paratha 77.jpg,256,197,Aloo Paratha,39,32,210,180,580
Aloo Paratha 8.jpg,275,183,Aloo Paratha,40,9,271,150,581
Aloo Paratha 81.jpg,183,275,Aloo Paratha,37,88,156,220,582
Aloo Paratha 82.jpg,183,275,Aloo Paratha,6,103,177,234,583
Aloo Paratha 83.jpg,259,194,Aloo Paratha,18,13,235,194,584
Aloo Paratha 84.jpg,225,225,Aloo Paratha,9,20,225,216,585
Aloo Paratha 85.jpg,225,225,Aloo Paratha,21,45,206,195,586
Aloo Paratha 86.jpg,225,225,Aloo Paratha,8,35,135,199,587
Aloo Paratha 88.jpg,182,276,Aloo Paratha,5,88,165,210,588
Aloo Paratha 89.jpg,183,275,Aloo Paratha,10,86,175,262,589
Aloo Paratha 9.jpg,299,168,Aloo Paratha,82,17,212,126,590
Aloo Paratha 92.jpg,259,194,Aloo Paratha,2,22,252,172,591
Aloo Paratha 93.jpg,239,211,Aloo Paratha,1,6,232,209,592
Aloo Paratha 96.jpg,259,194,Aloo Paratha,8,2,259,193,593
Aloo Paratha 97.jpg,201,251,Aloo Paratha,9,37,199,217,594
Aloo Paratha 99.jpg,225,225,Aloo Paratha,1,31,225,219,595
Aloo Pitika 1.jpg,640,640,Aloo Pitika,201,297,380,564,596
Aloo Pitika 10.jpg,640,640,Aloo Pitika,219,148,495,474,597
Aloo Pitika 12.jpg,640,640,Aloo Pitika,107,393,374,562,598
Aloo Pitika 13.jpg,640,640,Aloo Pitika,178,131,529,566,599
Aloo Pitika 14.jpg,640,640,Aloo Pitika,105,273,385,571,600
Aloo Pitika 15.jpg,640,640,Aloo Pitika,225,356,482,562,601
Aloo Pitika 16.jpg,640,640,Aloo Pitika,82,310,542,495,602
Aloo Pitika 17.jpg,640,640,Aloo Pitika,121,90,326,548,603
Aloo Pitika 18.jpg,640,640,Aloo Pitika,149,199,540,510,604
Aloo Pitika 19.jpg,640,640,Aloo Pitika,68,138,462,432,605
Aloo Pitika 2.jpg,640,640,Aloo Pitika,195,260,431,481,606
Aloo Pitika 20.jpg,640,640,Aloo Pitika,204,319,455,519,607
Aloo Pitika 22.jpg,640,640,Aloo Pitika,296,195,510,518,608
Aloo Pitika 23.jpg,640,640,Aloo Pitika,225,227,538,504,609
Aloo Pitika 24.jpg,640,640,Aloo Pitika,48,207,216,376,610
Aloo Pitika 25.jpg,640,640,Aloo Pitika,191,209,482,386,611
Aloo Pitika 29.jpg,640,640,Aloo Pitika,88,281,235,441,612
Aloo Pitika 3.jpg,640,640,Aloo Pitika,200,17,535,500,613
Aloo Pitika 30.jpg,640,640,Aloo Pitika,163,413,445,640,614
Aloo Pitika 31.jpg,640,640,Aloo Pitika,133,228,412,513,615
Aloo Pitika 32.jpg,640,640,Aloo Pitika,137,288,518,508,616
Aloo Pitika 33.jpg,640,640,Aloo Pitika,105,133,416,538,617
Aloo Pitika 35.jpg,640,640,Aloo Pitika,37,203,439,505,618
Aloo Pitika 37.jpg,640,640,Aloo Pitika,49,245,334,459,619
Aloo Pitika 38.jpg,640,640,Aloo Pitika,161,195,521,476,620
Aloo Pitika 4.jpg,640,640,Aloo Pitika,111,79,482,513,621
Aloo Pitika 5.jpg,640,640,Aloo Pitika,174,238,463,617,622
Aloo Pitika 6.jpg,640,640,Aloo Pitika,129,235,483,432,623
Aloo Pitika 7.jpg,640,640,Aloo Pitika,67,295,273,474,624
Aloo Pitika 8.jpg,640,640,Aloo Pitika,185,128,569,493,625
Aloo Potol Posto 1.jpg,640,640,Aloo Potol Posto,92,335,509,564,626
Aloo Potol Posto 10.jpg,640,640,Aloo Potol Posto,183,285,439,510,627
Aloo Potol Posto 11.jpg,640,640,Aloo Potol Posto,212,162,412,593,628
Aloo Potol Posto 12.jpg,640,640,Aloo Potol Posto,183,128,439,474,629
Aloo Potol Posto 13.jpg,640,640,Aloo Potol Posto,29,79,401,373,630
Aloo Potol Posto 14.jpg,640,640,Aloo Potol Posto,238,169,515,526,631
Aloo Potol Posto 15.jpg,640,640,Aloo Potol Posto,154,304,472,499,632
Aloo Potol Posto 17.jpg,640,640,Aloo Potol Posto,202,104,467,527,633
Aloo Potol Posto 18.jpg,640,640,Aloo Potol Posto,186,183,443,483,634
Aloo Potol Posto 19.jpg,640,640,Aloo Potol Posto,104,222,452,589,635
Aloo Potol Posto 21.jpg,640,640,Aloo Potol Posto,180,189,450,598,636
Aloo Potol Posto 22.jpg,640,640,Aloo Potol Posto,218,202,397,426,637
Aloo Potol Posto 23.jpg,640,640,Aloo Potol Posto,72,276,397,542,638
Aloo Potol Posto 24.jpg,640,640,Aloo Potol Posto,138,123,529,478,639
Aloo Potol Posto 25.jpg,640,640,Aloo Potol Posto,105,217,464,486,640
Aloo Potol Posto 26.jpg,640,640,Aloo Potol Posto,99,61,490,531,641
Aloo Potol Posto 27.jpg,640,640,Aloo Potol Posto,269,209,510,507,642
Aloo Potol Posto 28.jpg,640,640,Aloo Potol Posto,176,290,461,466,643
Aloo Potol Posto 29.jpg,310,163,Aloo Potol Posto,36,12,272,155,644
Aloo Potol Posto 3.jpg,640,640,Aloo Potol Posto,80,362,428,589,645
Aloo Potol Posto 30.jpg,183,275,Aloo Potol Posto,7,79,175,222,646
Aloo Potol Posto 31.jpg,300,168,Aloo Potol Posto,71,26,233,147,647
Aloo Potol Posto 33.jpg,299,168,Aloo Potol Posto,4,23,299,168,648
Aloo Potol Posto 34.jpg,640,640,Aloo Potol Posto,118,189,567,603,649
Aloo Potol Posto 35.jpg,183,275,Aloo Potol Posto,36,14,143,247,650
Aloo Potol Posto 37.jpg,237,213,Aloo Potol Posto,1,14,189,208,651
Aloo Potol Posto 38.jpg,183,275,Aloo Potol Posto,25,105,151,211,652
Aloo Potol Posto 39.jpg,232,217,Aloo Potol Posto,9,7,232,205,653
Aloo Potol Posto 4.jpg,640,640,Aloo Potol Posto,140,160,511,545,654
Aloo Potol Posto 40.jpg,640,640,Aloo Potol Posto,66,126,452,497,655
Aloo Potol Posto 41.jpg,259,194,Aloo Potol Posto,12,6,245,187,656
Aloo Potol Posto 42.jpg,310,163,Aloo Potol Posto,76,8,232,155,657
Aloo Potol Posto 46.jpg,183,275,Aloo Potol Posto,5,35,183,230,658
Aloo Potol Posto 47.jpg,275,183,Aloo Potol Posto,11,11,259,171,659
Aloo Potol Posto 48.jpg,300,168,Aloo Potol Posto,67,33,296,160,660
Aloo Potol Posto 49.jpg,310,163,Aloo Potol Posto,16,7,295,155,661
Aloo Potol Posto 52.jpg,640,640,Aloo Potol Posto,176,327,463,442,662
Aloo Potol Posto 53.jpg,300,168,Aloo Potol Posto,77,15,203,164,663
Aloo Potol Posto 54.jpg,219,230,Aloo Potol Posto,36,58,186,201,664
Aloo Potol Posto 56.jpg,640,640,Aloo Potol Posto,88,74,582,456,665
Aloo Potol Posto 57.jpg,193,262,Aloo Potol Posto,49,66,145,200,666
Aloo Potol Posto 59.jpg,183,275,Aloo Potol Posto,36,133,145,221,667
Aloo Potol Posto 6.jpg,640,640,Aloo Potol Posto,128,202,409,633,668
Aloo Potol Posto 60.jpg,300,168,Aloo Potol Posto,37,27,300,154,669
Aloo Potol Posto 61.jpg,259,194,Aloo Potol Posto,52,62,232,194,670
Aloo Potol Posto 63.jpg,194,259,Aloo Potol Posto,29,54,127,162,671
Aloo Potol Posto 64.jpg,640,640,Aloo Potol Posto,129,223,455,473,672
Aloo Potol Posto 65.jpg,275,183,Aloo Potol Posto,106,35,246,169,673
Aloo Potol Posto 66.jpg,300,168,Aloo Potol Posto,10,6,281,155,674
Aloo Potol Posto 67.jpg,640,640,Aloo Potol Posto,24,214,463,531,675
Aloo Potol Posto 68.jpg,183,275,Aloo Potol Posto,3,25,160,275,676
Aloo Potol Posto 69.jpg,259,194,Aloo Potol Posto,25,25,220,169,677
Aloo Potol Posto 7.jpg,640,640,Aloo Potol Posto,273,131,480,512,678
Aloo Potol Posto 70.jpg,183,275,Aloo Potol Posto,17,100,183,264,679
Aloo Potol Posto 71.jpg,271,186,Aloo Potol Posto,62,26,206,176,680
Aloo Potol Posto 73.jpg,183,275,Aloo Potol Posto,1,94,149,236,681
Aloo Potol Posto 74.jpg,225,225,Aloo Potol Posto,7,68,171,220,682
Aloo Potol Posto 76.jpg,640,640,Aloo Potol Posto,154,110,576,521,683
Aloo Potol Posto 77.jpg,234,215,Aloo Potol Posto,25,34,205,191,684
Aloo Potol Posto 78.jpg,640,640,Aloo Potol Posto,286,185,537,452,685
Aloo Potol Posto 79.jpg,183,275,Aloo Potol Posto,32,86,143,199,686
Aloo Potol Posto 8.jpg,640,640,Aloo Potol Posto,47,293,419,562,687
Aloo Potol Posto 81.jpg,275,183,Aloo Potol Posto,32,15,181,150,688
Aloo Potol Posto 82.jpg,225,224,Aloo Potol Posto,27,41,213,190,689
Aloo Potol Posto 83.jpg,194,259,Aloo Potol Posto,27,82,166,237,690
Aloo Potol Posto 84.jpg,640,640,Aloo Potol Posto,76,67,554,627,691
Aloo Potol Posto 85.jpg,640,640,Aloo Potol Posto,167,173,331,551,692
Aloo Potol Posto 9.jpg,640,640,Aloo Potol Posto,78,491,190,640,693
Aloo Shimla 10.jpg,300,256,Aloo Shimla,17,3,300,242,694
Aloo Shimla 11.jpg,800,600,Aloo Shimla,172,143,660,512,695
Aloo Shimla 13.jpg,1280,720,Aloo Shimla,1,1,1157,720,696
Aloo Shimla 14.jpg,500,375,Aloo Shimla,38,18,454,363,697
Aloo Shimla 15.jpg,1600,900,Aloo Shimla,128,18,1026,900,698
Aloo Shimla 16.jpg,620,400,Aloo Shimla,90,5,579,354,699
Aloo Shimla 18.jpg,2560,1707,Aloo Shimla,423,303,2091,1426,700
Aloo Shimla 19.jpg,1280,720,Aloo Shimla,390,1,1158,720,701
Aloo Shimla 2.jpg,1200,750,Aloo Shimla,160,94,1123,750,702
Aloo Shimla 20.jpg,1280,720,Aloo Shimla,97,21,1218,720,703
Aloo Shimla 22.jpg,800,534,Aloo Shimla,202,111,663,403,704
Aloo Shimla 23.jpg,1200,800,Aloo Shimla,1,1,1200,800,705
Aloo Shimla 24.jpg,576,1024,Aloo Shimla,8,254,576,649,706
Aloo Shimla 26.jpg,300,156,Aloo Shimla,26,4,275,156,707
Aloo Shimla 27.jpg,2560,1920,Aloo Shimla,317,1,2528,1920,708
Aloo Shimla 28.jpg,1280,720,Aloo Shimla,222,43,1177,707,709
Aloo Shimla 29.jpg,576,452,Aloo Shimla,54,34,516,417,710
Aloo Shimla 3.jpg,1502,1064,Aloo Shimla,1,1,1502,1064,711
Aloo Shimla 30.jpg,480,360,Aloo Shimla,61,143,301,259,712
Aloo Shimla 31.jpg,1200,675,Aloo Shimla,204,124,852,481,713
Aloo Shimla 32.jpg,1280,720,Aloo Shimla,332,1,1280,720,714
Aloo Shimla 33.jpg,600,800,Aloo Shimla,1,91,564,701,715
Aloo Shimla 34.jpg,1200,800,Aloo Shimla,140,10,1041,800,716
Aloo Shimla 35.jpg,1200,1800,Aloo Shimla,67,492,1103,1510,717
Aloo Shimla 37.jpg,691,550,Aloo Shimla,57,46,634,546,718
Aloo Shimla 38.jpg,1200,630,Aloo Shimla,80,1,1145,630,719
Aloo Shimla 39.jpg,650,488,Aloo Shimla,1,2,650,488,720
Aloo Shimla 40.jpg,600,900,Aloo Shimla,1,310,574,822,721
Aloo Shimla 41.jpg,700,1050,Aloo Shimla,1,411,638,991,722
Aloo Shimla 42.jpg,640,480,Aloo Shimla,79,18,590,480,723
Aloo Shimla 44.jpg,1280,720,Aloo Shimla,221,7,1088,720,724
